review_id,order_item_id,customer_id,rating,review_text,review_date,review_length
135,135,739,2,Financial social real or we give.,2025-07-01,3
136,136,898,5,Hold visit firm once according watch.,2025-11-24,8
137,137,644,5,Response news sport fine.,2025-05-01,4
138,138,965,4,Admit poor study other.,2025-09-28,4
139,139,478,5,Accept night per so personal.,2025-11-25,5
140,140,562,5,Music add community customer person happy.,2025-02-27,7
141,141,780,5,Onto above stuff authority theory.,2025-01-02,5
142,142,965,4,Budget back ten.,2025-07-15,3
143,143,986,1,Piece dinner make point.,2025-04-22,6
144,144,520,4,Goal why reality fish.,2025-02-25,4
145,145,158,1,At drug name clearly power.,2025-09-18,6
146,146,743,3,Require professional huge sort wonder thousand.,2025-11-26,3
147,147,345,1,Difficult shake beautiful form movement much push.,2025-09-10,6
148,148,679,2,Cost prove national end computer position allow.,2025-06-06,5
149,149,773,4,Go future doctor beat.,2025-01-11,3
150,150,119,5,Natural for attack industry live process bit.,2025-08-27,4
151,151,705,4,Fund detail foot bar writer beat.,2025-08-23,5
152,152,291,2,Why career must worry.,2025-01-12,6
153,153,244,4,Though south recent seven kitchen increase family never.,2025-11-23,5
154,154,694,1,Marriage lot expert room.,2025-09-01,4
155,155,886,2,Hospital stock age assume dream answer.,2025-02-16,6
156,156,889,1,Team run travel cause.,2025-03-14,3
157,157,386,3,Natural civil do various artist keep.,2025-04-12,5
158,158,849,2,Baby usually most possible many professional.,2025-01-12,6
159,159,648,3,Car middle boy line.,2025-06-11,4
160,160,931,3,Protect pretty them no worker second radio.,2025-07-26,6
161,161,492,1,Fly southern those institution wife best.,2025-10-03,4
162,162,461,1,Race majority international management subject never represent.,2025-04-30,4
163,163,504,5,Down heart son.,2025-04-30,4
164,164,800,1,Might peace head wide early still world keep.,2025-09-13,7
165,165,445,2,Dinner against travel lot garden.,2025-03-03,6
166,166,371,3,Second my ever much.,2025-02-14,4
167,167,637,2,Major career sometimes woman.,2025-02-26,5
168,168,249,1,American heart memory rock modern travel job.,2025-04-19,7
169,169,802,2,Camera beautiful wear street lose medical price share.,2025-04-28,4
170,170,381,2,Quickly manage wide maintain activity vote admit memory.,2025-08-16,4
171,171,232,5,Product according million card pass young.,2025-06-26,7
172,172,845,1,Run pass behavior.,2025-04-12,4
173,173,345,1,Moment case relate sometimes million where or.,2025-05-01,3
174,174,101,3,Form offer event shoulder recently seat budget.,2025-09-01,7
175,175,583,2,Mrs attention company century compare later item figure.,2025-07-03,5
176,176,403,2,Goal blood wall item low current whose.,2025-04-26,8
177,177,261,3,Response store test agent blue.,2025-07-19,6
178,178,273,5,Within pass TV care.,2025-05-05,8
179,179,314,2,Whole teacher parent woman authority indeed field.,2025-10-11,7
180,180,421,3,Safe cultural compare want democratic bank.,2025-11-30,5
181,181,287,3,Your human go whatever.,2025-06-02,7
182,182,945,1,Main democratic large such.,2025-07-23,4
183,183,758,2,Reality fine performance small system.,2025-03-24,5
184,184,644,4,Mention evidence arm produce eight worker.,2025-04-18,7
185,185,472,4,Mind grow over hope board election.,2025-05-02,6
186,186,572,3,Reduce per get discover woman scene.,2025-04-20,4
187,187,855,4,Save every certain score her hit.,2025-11-08,8
188,188,64,5,Here part mother week.,2025-04-17,4
189,189,558,5,Nation should source ever everybody.,2025-07-09,6
190,190,222,1,Similar general officer baby message common now.,2025-06-30,5
191,191,185,4,Near hour person common quickly life product.,2025-03-28,4
192,192,892,4,Available today argue city police second.,2025-02-21,7
193,193,630,3,Attention so history project lawyer property.,2025-08-27,6
194,194,83,5,Interview spend even head rule inside.,2025-09-18,5
195,195,970,4,However find for challenge study.,2025-06-12,6
196,196,82,4,Wear player detail analysis.,2025-06-19,6
197,197,813,2,Big get water window.,2025-07-31,3
198,198,691,4,Allow certain carry they.,2025-09-17,4
199,199,768,4,Both attorney mean service fish consumer former edge.,2025-10-19,4
200,200,24,2,Up early doctor then dinner.,2025-08-29,7
201,201,704,5,Huge measure purpose something.,2025-08-09,7
202,202,821,2,Everything help nor take end.,2025-02-07,4
203,203,25,2,Avoid must PM peace.,2025-10-08,6
204,204,661,3,Young last have apply floor.,2025-07-12,4
205,205,941,1,Would fall gun sense successful away.,2025-11-09,4
206,206,138,2,Ever condition west benefit lose.,2025-08-30,6
207,207,117,4,Identify Mrs maintain cause term.,2025-09-17,5
208,208,165,3,Every minute soldier.,2025-11-12,5
209,209,696,2,Seat candidate organization note.,2025-09-13,4
210,210,980,5,Away offer man recent clearly current traditional.,2025-07-02,4
211,211,491,2,Accept admit attorney thousand explain according although.,2025-03-26,7
212,212,51,5,Story just project space center win sell war.,2025-04-04,5
213,213,310,3,Account this culture piece soldier after to.,2025-11-18,7
214,214,104,3,Enough agent TV particular remain since.,2025-04-28,8
215,215,303,1,Congress nice information beautiful car.,2025-06-27,6
216,216,974,3,Left nature buy they be development them image.,2025-01-01,7
217,217,38,3,Hair yourself usually weight he serious.,2025-01-29,6
218,218,565,1,Trip effect center either ever fund.,2025-10-28,3
219,219,765,3,Great anything rather.,2025-11-05,7
220,220,595,5,Former relationship worker fish black.,2025-07-09,5
221,221,245,1,Actually yes administration production address address since people.,2025-01-11,7
222,222,807,4,Meet add most officer.,2025-02-10,8
223,223,710,3,Collection stop never.,2025-07-27,3
224,224,584,2,Identify something hand build most.,2025-09-10,6
225,225,376,1,Prove process senior success behavior care position.,2025-10-03,6
226,226,261,4,Claim range put specific report those could.,2025-07-31,5
227,227,549,5,Imagine form white a treatment box you.,2025-02-21,5
228,228,3,2,Travel just bar gas community particular.,2025-05-12,7
229,229,10,1,Myself magazine research bar page kid would.,2025-05-23,6
230,230,704,3,Bag little early group more involve.,2025-12-02,7
231,231,691,5,Phone usually them draw.,2025-08-27,7
232,232,162,5,Young forward throughout chair away so.,2025-01-21,6
233,233,41,1,Others sense cultural lose possible pick speak.,2025-09-29,7
234,234,474,1,Production cause small executive including.,2025-03-13,4
235,235,117,5,Computer common door suffer.,2025-02-23,3
236,236,925,1,Check cause according agent ago ever eight.,2025-10-07,5
237,237,513,2,Despite still fall four pretty price general window.,2025-06-27,6
238,238,339,2,Sure receive rule piece ask beyond over fire.,2025-08-03,7
239,239,777,4,Night far success method work detail reduce.,2025-08-08,3
240,240,568,5,Sense may hard operation.,2025-05-30,5
241,241,422,5,Determine night financial data along class now.,2025-09-21,3
242,242,742,1,Year concern level.,2025-01-29,4
243,243,756,5,Level visit hundred close industry production.,2025-03-06,7
244,244,697,1,Other suddenly build I upon material.,2025-11-30,4
245,245,786,5,Require opportunity expect but catch.,2025-10-19,7
246,246,525,1,Health protect administration event us.,2025-05-16,7
247,247,577,2,Senior others high order trip.,2025-10-19,6
248,248,732,1,There subject open employee high.,2025-10-29,5
249,249,23,1,Human sometimes first dinner economy third successful through.,2025-02-28,8
250,250,955,2,Father how provide born.,2025-05-14,6
251,251,9,4,Debate power although example successful ever institution region.,2025-07-06,4
252,252,754,5,Successful customer month cup fly hit.,2025-02-27,6
253,253,264,2,Game subject instead politics question.,2025-03-01,6
254,254,248,5,Scene could thus front participant.,2025-08-18,6
255,255,271,2,Anyone maybe father once with data newspaper.,2025-07-16,5
256,256,940,2,Statement behavior organization garden.,2025-10-08,7
257,257,739,1,Consider consumer rather able hour.,2025-10-16,4
258,258,542,3,Painting stand door himself everybody.,2025-01-24,5
259,259,270,4,Action body figure all fight imagine less staff.,2025-10-28,6
260,260,90,4,Job play relationship woman level.,2025-05-18,5
261,261,950,4,Make risk relate range true similar war.,2025-10-20,8
262,262,931,4,Listen art among top take.,2025-11-30,6
263,263,492,1,Perhaps police half perhaps fine process.,2025-06-19,6
264,264,957,5,Key be bring.,2025-04-13,4
265,265,39,5,Case yes fire feeling present arrive.,2025-10-15,4
266,266,290,3,Late minute amount future.,2025-07-18,7
267,267,411,2,Mission law relate front.,2025-05-24,8
268,268,121,2,Program its have whom coach.,2025-01-06,6
269,269,590,5,My control decade tell policy recent bed.,2025-01-10,7
270,270,159,2,Nature cost major bar full.,2025-06-12,5
271,271,340,1,Edge sea within tough majority voice she tend.,2025-04-03,6
272,272,702,5,Sport better detail become top out recent.,2025-11-19,3
273,273,714,5,Turn just lay exactly else his television.,2025-04-11,5
274,274,141,3,Company experience since create.,2025-06-08,8
275,275,689,2,Red free here citizen rich machine serious.,2025-01-18,6
276,276,309,3,Fire kitchen research consumer thing condition.,2025-08-05,4
277,277,964,2,Small history media practice sign rock.,2025-05-23,4
278,278,960,1,Ball go program low.,2025-08-07,8
279,279,222,4,Wish American campaign head.,2025-02-03,4
280,280,641,1,Region fire provide on deal decision final.,2025-11-03,8
281,281,528,1,Money present arm official list.,2025-07-16,7
282,282,449,3,Leave break thank production money no case.,2025-04-20,5
283,283,990,2,Order not although.,2025-10-03,6
284,284,142,1,Imagine technology ground.,2025-10-19,4
285,285,89,1,Meeting study significant attention open why rock.,2025-09-21,7
286,286,665,1,Window measure receive audience budget.,2025-08-26,5
287,287,524,2,War fact national artist.,2025-11-04,8
288,288,810,4,Walk information attention authority part successful into.,2025-06-03,5
289,289,744,2,Full know glass teach.,2025-08-03,5
290,290,983,4,Design both room process.,2025-05-13,4
291,291,375,3,Behind agreement air billion leave.,2025-10-29,5
292,292,164,4,Prove including mission customer current degree order them.,2025-01-10,7
293,293,912,4,May federal indicate already eye blue.,2025-11-20,6
294,294,152,5,She loss feeling develop community you number.,2025-10-19,5
295,295,958,5,Civil research store question.,2025-04-18,5
296,296,967,4,American body job campaign.,2025-09-08,5
297,297,431,2,Build natural want service.,2025-06-28,6
298,298,368,4,Person describe simple choose each along wear.,2025-09-14,4
299,299,80,5,Board name people just possible.,2025-06-07,5
300,300,620,5,Name can possible rule street.,2025-04-14,4
301,301,527,4,Weight view professional discover common.,2025-10-22,6
302,302,695,1,Trial very back including away enter.,2025-04-25,6
303,303,39,1,Cover trip because so happy center.,2025-03-25,3
304,304,867,1,Employee along measure hot organization.,2025-05-06,4
305,305,441,4,Remain political tax teach.,2025-06-24,4
306,306,999,3,Wear price choose kitchen.,2025-11-13,3
307,307,83,1,Bar pretty catch increase name seat.,2025-06-09,6
308,308,386,1,Newspaper trouble top show order phone.,2025-07-05,3
309,309,928,1,Family forward pattern picture.,2025-05-13,4
310,310,567,5,Where a father industry minute whom.,2025-10-13,5
311,311,995,3,Television treat painting beyond.,2025-06-16,6
312,312,574,3,Each weight hard cause employee discussion both.,2025-05-21,7
313,313,607,2,Floor so team ask.,2025-08-26,6
314,314,7,2,Perform understand old thing water what.,2025-05-18,4
315,315,758,1,Tonight case set whether.,2025-06-27,5
316,316,696,3,Responsibility some because church.,2025-02-02,4
317,317,134,1,Nothing institution who until.,2025-10-21,5
318,318,108,4,Structure especially beyond offer matter someone church.,2025-06-10,5
319,319,815,4,Into environmental among stage ball.,2025-02-01,6
320,320,14,4,Image south cost.,2025-03-08,3
321,321,679,2,Break human worry.,2025-08-11,6
322,322,57,5,Board economy over street environmental soldier.,2025-03-24,4
323,323,525,1,Dog site near maybe treatment yourself air.,2025-05-10,5
324,324,964,5,Control teach its close drop fill.,2025-04-28,8
325,325,925,1,Every scene range product.,2025-06-17,4
326,326,399,2,Television human per check pressure positive provide.,2025-07-02,8
327,327,557,3,Together letter ball explain morning natural note.,2025-06-12,6
328,328,636,1,Water little type another.,2025-07-22,4
329,329,972,5,Do strong reason crime.,2025-11-20,7
330,330,754,1,Stage travel heavy recent.,2025-10-27,6
331,331,42,2,Southern modern suggest yard.,2025-03-02,3
332,332,737,1,Special sort degree.,2025-07-04,6
333,333,938,3,Year lot boy still yet.,2025-07-13,6
334,334,508,4,More area issue difference sort.,2025-09-12,7
335,335,849,1,Well choice sometimes personal.,2025-05-25,6
336,336,434,3,Page from traditional.,2025-06-12,6
337,337,64,3,Produce loss pretty level.,2025-05-24,3
338,338,401,3,Wish cultural create.,2025-08-02,7
339,339,23,5,Scientist population once technology say prevent.,2025-02-15,5
340,340,528,2,Start employee space scientist.,2025-01-25,5
341,341,221,4,Another good boy lawyer.,2025-01-15,5
342,342,381,3,Talk candidate hair audience unit program.,2025-08-07,5
343,343,237,3,Mention article might voice prepare husband.,2025-10-28,5
344,344,726,3,Race example base total become country make focus.,2025-03-08,5
345,345,953,2,Indicate color spend she conference hotel.,2025-03-27,5
346,346,524,2,Or nature stock hope cost.,2025-08-22,5
347,347,562,4,Accept then car threat evidence.,2025-05-22,6
348,348,298,5,Recent want quality opportunity court everyone.,2025-03-01,5
349,349,487,3,Where fire structure them inside candidate.,2025-11-16,4
350,350,577,4,Day sing practice be.,2025-06-14,6
351,351,487,3,Build suggest anything movement really fish media such.,2025-08-01,5
352,352,766,5,Manage well sport you past before.,2025-05-10,4
353,353,712,1,Between small kind help center main.,2025-04-06,7
354,354,502,1,Like the place success.,2025-09-05,3
355,355,759,4,Cover if all push.,2025-03-15,4
356,356,455,4,Understand able consumer line performance nor short.,2025-05-25,5
357,357,865,5,Teacher safe choose step stop.,2025-06-12,5
358,358,697,4,Also dream though.,2025-09-07,7
359,359,484,2,Senior indeed administration amount establish many add half.,2025-09-18,4
360,360,620,3,Item off he full.,2025-11-05,6
361,361,717,3,Offer significant author leave sort.,2025-07-30,6
362,362,204,2,Few still lead camera report plant.,2025-01-13,8
363,363,397,1,Weight nothing community will.,2025-06-20,3
364,364,380,1,Common threat born production sure very.,2025-04-11,6
365,365,388,2,Left picture table.,2025-06-20,5
366,366,459,3,By threat option friend.,2025-10-05,7
367,367,540,5,These public assume determine.,2025-07-25,3
368,368,28,5,Man around including itself listen around over.,2025-10-06,6
369,369,802,3,Far bit score type on throughout race.,2025-02-25,6
370,370,677,5,Traditional change cold again.,2025-07-26,8
371,371,427,1,New find able improve property rise single.,2025-08-15,6
372,372,671,4,Audience common lead best big strong edge place.,2025-02-14,5
373,373,435,3,News material likely one career in.,2025-11-27,8
374,374,254,5,Trouble specific study machine natural deal million.,2025-06-03,7
375,375,845,3,Southern receive what blue wrong.,2025-01-18,5
376,376,783,1,Bank trade risk other brother eight result.,2025-05-30,4
377,377,383,5,Political task those eight establish day wear.,2025-02-18,7
378,378,571,3,Mission quite officer smile often least mission.,2025-02-15,8
379,379,774,3,Pm else share beyond school.,2025-09-03,7
380,380,546,1,Late put until candidate unit my impact carry.,2025-09-04,5
381,381,412,1,Scene take magazine.,2025-04-27,5
382,382,50,4,Throughout team marriage most style.,2025-04-07,6
383,383,158,3,Do send painting today.,2025-07-30,5
384,384,747,2,Involve less product view land.,2025-04-19,4
385,385,167,4,Hope son soon.,2025-10-30,4
386,386,963,2,Degree age head risk.,2025-02-04,3
387,387,990,1,From candidate practice test.,2025-11-02,6
388,388,328,3,Sure wish attorney raise.,2025-07-10,5
389,389,734,2,Pick option government nice challenge.,2025-08-28,4
390,390,603,3,Tough early peace discover.,2025-10-31,7
391,391,585,5,Go thousand never.,2025-07-30,3
392,392,601,4,Dream executive hit open.,2025-08-12,6
393,393,868,4,Little improve either store month.,2025-11-22,3
394,394,157,2,Around list physical realize.,2025-06-23,5
395,395,825,4,Wish relate close win interview network.,2025-07-01,7
396,396,326,5,Eight continue represent eat condition kind face yourself.,2025-08-08,7
397,397,40,4,Product throughout already get agent face central.,2025-08-10,6
398,398,255,4,Public most public go grow two.,2025-07-22,5
399,399,775,3,Large especially analysis happen figure.,2025-10-14,8
400,400,585,3,Big increase own bed yard card skill.,2025-09-03,6
401,401,343,4,Direction financial help pay.,2025-01-10,5
402,402,575,2,Beyond end least allow central it teacher.,2025-11-14,8
403,403,247,3,Democrat stock entire lawyer factor such list.,2025-08-20,6
404,404,594,1,Head whose meet car reality control artist.,2025-09-16,5
405,405,229,4,Left fly though base allow yeah prevent.,2025-10-15,3
406,406,968,2,Language resource day politics finish.,2025-11-29,3
407,407,699,3,Member relate much young blue east.,2025-04-28,7
408,408,62,5,Special hit arm put.,2025-05-08,4
409,409,482,3,Animal heart establish prevent interesting measure hour.,2025-08-11,6
410,410,251,5,Page effect standard might.,2025-06-17,5
411,411,72,2,Try cause country special cultural simple.,2025-01-24,8
412,412,935,2,Gas talk smile.,2025-10-19,7
413,413,717,2,Mouth growth simple.,2025-06-11,4
414,414,597,2,National deal often Congress hit impact.,2025-05-25,8
415,415,920,4,Task paper suffer right off.,2025-05-14,4
416,416,868,3,Drug alone see score.,2025-09-21,4
417,417,296,4,Not pattern two southern political.,2025-04-24,7
418,418,143,3,Around movie answer later police true check.,2025-04-16,6
419,419,183,1,Learn sit others either institution firm.,2025-08-20,4
420,420,631,5,Though authority less military campaign.,2025-08-26,7
421,421,262,5,Effort personal might other industry interesting huge.,2025-09-10,6
422,422,439,4,Run level financial behavior quality keep blue.,2025-03-20,5
423,423,202,4,Difficult carry level personal class.,2025-06-03,5
424,424,536,5,Staff analysis him.,2025-06-06,6
425,425,727,4,Next person foot likely college speak free.,2025-10-02,3
426,426,931,1,Detail edge call inside.,2025-09-11,7
427,427,47,2,Life type trouble energy network specific listen word.,2025-07-14,7
428,428,695,2,Year test thousand land beyond career product.,2025-07-14,4
429,429,835,5,Itself free concern himself third might.,2025-07-09,6
430,430,346,5,Explain force financial scientist reach person.,2025-07-02,6
431,431,495,2,Activity short five involve enjoy.,2025-09-05,5
432,432,76,5,Owner old partner mission.,2025-08-24,7
433,433,697,2,Over stock operation hospital especially.,2025-07-26,7
434,434,535,1,Republican sure security not student mention ask.,2025-09-12,5
435,435,846,3,Green listen factor identify above.,2025-07-14,7
436,436,532,1,Impact great movie.,2025-06-17,4
437,437,594,3,Figure dream story music somebody two strategy.,2025-01-10,8
438,438,566,5,Magazine majority others themselves scene chance.,2025-11-02,6
439,439,634,4,Lawyer education occur since economy yourself without.,2025-03-13,8
440,440,31,2,Trouble today ahead.,2025-08-25,8
441,441,197,4,Something who identify later resource you color.,2025-03-14,6
442,442,324,4,Recognize yet over identify military analysis challenge.,2025-11-16,7
443,443,877,4,Set close artist manager worry security.,2025-08-06,5
444,444,103,3,Understand population line.,2025-10-28,5
445,445,181,4,Heart late field even white.,2025-11-17,7
446,446,560,5,Week particular year inside defense.,2025-06-03,4
447,447,751,3,Relate hope someone education back.,2025-09-18,7
448,448,646,1,Success how voice hard give.,2025-03-12,6
449,449,244,1,Page Mrs personal effect conference article with.,2025-11-10,4
450,450,231,5,Social drive so radio prevent factor moment beat.,2025-02-11,5
451,451,269,5,Ten open forward will.,2025-10-10,4
452,452,816,4,Share inside fight tonight.,2025-06-29,5
453,453,382,5,Able simple because interesting.,2025-11-08,7
454,454,809,3,Big local ten father add forget.,2025-11-27,5
455,455,754,1,Recent late space season let property daughter.,2025-10-24,8
456,456,374,4,Guess the surface us Mrs.,2025-03-01,3
457,457,456,2,Alone sense least four hotel road.,2025-03-20,7
458,458,742,2,Born six set important old blue.,2025-01-02,5
459,459,900,4,Sell cut peace show hope citizen care.,2025-11-25,6
460,460,908,5,Yard not dream network all stay want continue.,2025-10-23,7
461,461,649,5,Foreign time she sense stuff attack.,2025-03-26,4
462,462,341,2,Son game court tough plant large.,2025-04-21,5
463,463,956,1,Scene face policy may.,2025-05-10,7
464,464,375,1,View debate summer suggest something company cell heavy.,2025-05-12,6
465,465,393,3,Laugh age yard civil star.,2025-07-11,7
466,466,459,4,Positive myself western age computer office.,2025-07-18,4
467,467,710,4,International one weight very.,2025-10-09,3
468,468,854,4,Civil day firm institution represent activity international reduce.,2025-05-13,6
469,469,484,2,Feeling child act argue help produce.,2025-01-13,7
470,470,710,4,Activity drive development better wall machine.,2025-03-05,3
471,471,103,5,Cup education usually effort few.,2025-01-11,7
472,472,901,5,Voice generation money head power industry boy.,2025-03-16,5
473,473,938,5,Morning easy real black operation treatment way.,2025-02-20,3
474,474,105,3,Force thus remain treat hit since.,2025-05-18,7
475,475,131,5,Simply service wear require.,2025-10-23,7
476,476,333,1,Effort prove article collection.,2025-11-16,5
477,477,707,1,Beautiful fill measure modern look concern door.,2025-09-11,4
478,478,236,3,Body nice nice party month from.,2025-08-21,6
479,479,752,4,Reduce free no in maybe understand everything.,2025-07-24,6
480,480,312,4,Such according effect.,2025-10-22,8
481,481,355,4,Education method agreement rate right.,2025-08-11,5
