order_item_id,order_id,product_id,quantity,unit_price,total_price,discount
237,82,225,2,6279,12558,36
238,83,229,2,6873,13746,45
239,84,3,2,810,1620,8
240,84,498,1,5376,5376,42
241,84,95,2,1920,3840,38
242,84,181,1,575,575,40
243,85,364,1,5032,5032,34
244,85,50,2,7706,15412,10
245,85,417,1,5478,5478,24
246,86,442,2,5784,11568,31
247,86,128,2,1065,2130,6
248,87,79,2,7778,15556,40
249,88,103,2,3003,6006,4
250,88,52,2,4381,8762,15
251,88,294,1,2813,2813,30
252,89,287,1,5220,5220,34
253,90,296,1,4832,4832,22
254,90,248,1,5140,5140,48
255,90,282,1,132,132,36
256,90,100,2,2808,5616,33
257,90,264,1,2992,2992,46
258,91,383,2,3997,7994,40
259,91,226,2,6844,13688,24
260,92,346,2,8830,17660,6
261,92,276,2,5653,11306,21
262,92,497,1,6071,6071,14
263,92,368,1,2023,2023,15
264,92,258,2,6742,13484,30
265,93,27,2,4304,8608,10
266,93,356,2,7623,15246,8
267,93,253,1,4985,4985,9
268,93,254,1,8080,8080,32
269,94,194,1,8080,8080,6
270,94,149,2,6253,12506,38
271,94,283,2,9977,19954,7
272,94,146,2,7549,15098,22
273,95,344,2,7129,14258,48
274,96,35,2,532,1064,38
275,96,28,1,3348,3348,29
276,96,494,1,7434,7434,41
277,96,438,2,9722,19444,8
278,97,171,1,4878,4878,9
279,97,337,1,3014,3014,16
280,97,43,2,2257,4514,40
281,97,146,1,7549,7549,23
282,97,124,2,4127,8254,23
283,98,381,2,1186,2372,16
284,98,161,2,8668,17336,42
285,98,65,1,1575,1575,20
286,99,283,1,9977,9977,8
287,99,184,1,2562,2562,29
288,99,335,2,3595,7190,47
289,99,307,2,3734,7468,2
290,99,252,2,2663,5326,46
291,100,6,2,9079,18158,31
292,100,257,2,1515,3030,20
293,100,76,1,1796,1796,18
294,100,457,2,4081,8162,36
295,101,385,1,3416,3416,23
296,101,413,2,7682,15364,24
297,102,81,2,5434,10868,4
298,103,73,2,4792,9584,19
299,103,3,2,810,1620,34
300,103,126,2,511,1022,12
301,103,367,2,7596,15192,9
302,104,269,1,8261,8261,31
303,105,270,2,5974,11948,16
304,106,126,2,511,1022,21
305,107,353,1,8490,8490,9
306,107,51,1,4970,4970,9
307,107,401,2,2493,4986,15
308,107,225,2,6279,12558,5
309,107,114,2,8116,16232,30
310,108,414,1,7849,7849,37
311,108,74,1,4264,4264,38
312,108,128,1,1065,1065,34
313,109,108,2,1845,3690,3
314,109,236,1,5507,5507,40
315,109,60,2,8364,16728,29
316,110,422,1,2063,2063,43
317,110,347,1,4055,4055,11
318,110,487,2,1596,3192,13
319,111,183,1,2684,2684,8
320,111,413,1,7682,7682,43
321,111,378,1,9971,9971,9
322,111,343,2,6618,13236,38
323,112,434,2,7634,15268,19
324,112,437,1,8765,8765,15
325,112,403,2,5297,10594,47
326,113,460,2,8795,17590,18
327,114,461,1,9272,9272,46
328,114,233,1,7932,7932,30
329,114,472,1,8141,8141,38
330,114,62,2,7260,14520,11
331,114,297,2,1490,2980,0
332,115,397,1,9923,9923,12
333,116,102,1,7997,7997,46
334,117,170,1,5243,5243,18
335,118,430,2,8207,16414,25
336,118,147,1,4932,4932,22
337,118,215,2,1100,2200,17
338,119,263,2,7027,14054,49
339,119,255,2,6915,13830,22
340,119,49,2,4975,9950,29
341,120,366,1,3411,3411,41
342,120,130,1,8697,8697,31
343,120,447,2,2645,5290,40
344,120,68,1,1393,1393,49
345,121,30,1,7952,7952,10
346,121,245,1,6825,6825,17
347,121,85,1,7726,7726,39
348,121,443,1,1814,1814,14
349,122,437,1,8765,8765,29
350,123,224,1,6082,6082,6
351,123,441,2,5608,11216,42
352,124,58,1,9175,9175,43
353,124,129,2,6421,12842,46
354,124,388,2,2920,5840,40
355,124,11,2,6295,12590,49
356,125,342,1,808,808,34
357,126,71,1,1979,1979,21
358,126,52,1,4381,4381,29
359,127,470,1,8803,8803,22
360,127,232,1,4005,4005,10
361,127,171,2,4878,9756,4
362,127,385,1,3416,3416,22
363,127,490,2,2663,5326,31
364,128,415,1,9335,9335,35
365,128,181,2,575,1150,23
366,128,368,2,2023,4046,41
367,128,214,1,9847,9847,32
368,129,173,1,7111,7111,45
369,129,224,1,6082,6082,36
370,129,196,1,3348,3348,9
371,130,467,2,989,1978,47
372,130,463,2,8313,16626,15
373,130,1,1,7383,7383,31
374,130,368,2,2023,4046,0
375,130,275,1,4126,4126,39
376,131,148,1,5057,5057,33
377,131,185,1,9725,9725,42
378,132,127,1,803,803,3
379,133,438,1,9722,9722,49
380,133,167,1,7276,7276,33
381,133,306,2,427,854,13
382,133,495,2,7826,15652,23
383,134,418,1,8496,8496,27
384,135,4,2,3526,7052,27
385,135,68,1,1393,1393,28
386,135,491,1,7872,7872,43
387,136,70,1,5334,5334,30
388,136,330,2,6169,12338,41
389,136,126,1,511,511,40
390,136,398,2,6975,13950,25
391,136,142,2,4451,8902,14
392,137,427,2,7939,15878,28
393,137,220,1,792,792,7
394,137,307,2,3734,7468,29
395,137,1,1,7383,7383,26
396,138,170,2,5243,10486,42
397,139,465,1,1200,1200,39
398,139,59,1,3707,3707,9
399,139,137,1,9792,9792,12
400,139,191,1,600,600,3
401,139,256,1,8015,8015,11
402,140,428,2,4566,9132,14
403,140,124,2,4127,8254,3
404,140,495,2,7826,15652,40
405,140,212,2,2125,4250,20
406,141,8,2,552,1104,3
407,141,54,2,5045,10090,15
408,142,249,2,3076,6152,43
409,142,408,1,1506,1506,22
410,142,245,1,6825,6825,22
411,142,413,1,7682,7682,48
412,143,29,1,8365,8365,36
413,143,76,2,1796,3592,39
414,143,355,1,3972,3972,26
415,143,162,2,7997,15994,46
416,143,340,2,6534,13068,13
417,144,412,2,2577,5154,34
418,144,168,2,2126,4252,13
419,144,155,1,3414,3414,16
420,144,134,1,433,433,37
421,144,122,1,8570,8570,8
422,145,142,2,4451,8902,47
423,145,289,1,6074,6074,9
424,146,47,2,6006,12012,45
425,146,314,1,3186,3186,23
426,146,393,2,5614,11228,11
427,147,101,2,8481,16962,28
428,147,334,2,7855,15710,18
429,148,455,2,6367,12734,28
430,148,278,1,4446,4446,14
431,149,353,2,8490,16980,0
432,149,393,1,5614,5614,45
433,149,392,2,1069,2138,20
434,149,331,2,8327,16654,40
435,149,57,1,2705,2705,1
436,150,268,1,8452,8452,0
437,150,360,2,7936,15872,7
438,150,457,1,4081,4081,38
439,151,315,2,5375,10750,4
440,152,119,1,703,703,7
441,153,429,1,9556,9556,30
442,153,26,2,4719,9438,3
443,153,382,2,1765,3530,42
444,153,122,1,8570,8570,5
445,153,405,2,7803,15606,4
446,154,425,2,6302,12604,10
447,154,499,1,7189,7189,32
448,154,279,1,8933,8933,24
449,155,104,2,4304,8608,46
450,155,252,2,2663,5326,23
451,155,51,2,4970,9940,11
452,156,361,2,1521,3042,15
453,156,244,1,9563,9563,33
454,156,32,1,9159,9159,10
455,156,473,1,444,444,17
456,157,423,1,9274,9274,45
457,157,139,2,6678,13356,31
458,158,272,1,9771,9771,24
459,158,328,1,1982,1982,13
460,158,367,2,7596,15192,34
461,159,343,2,6618,13236,22
462,159,290,1,8108,8108,23
463,159,455,2,6367,12734,31
464,160,324,1,9564,9564,32
465,160,497,2,6071,12142,10
466,160,46,1,2736,2736,43
467,161,441,2,5608,11216,19
468,161,283,1,9977,9977,31
469,162,407,1,5041,5041,40
470,162,350,1,2023,2023,29
471,162,142,2,4451,8902,48
472,162,207,2,1145,2290,18
473,163,346,1,8830,8830,25
474,163,132,2,4597,9194,24
475,164,98,2,8801,17602,45
476,164,94,1,8136,8136,2
477,165,26,1,4719,4719,46
478,165,343,1,6618,6618,31
479,165,175,2,8190,16380,19
480,166,492,2,2978,5956,43
481,166,329,2,6394,12788,30
482,167,331,1,8327,8327,48
483,167,251,1,1127,1127,32
484,167,427,2,7939,15878,47
485,167,144,2,952,1904,40
486,168,52,2,4381,8762,48
487,168,48,2,7171,14342,45
488,168,67,2,1386,2772,37
489,169,215,1,1100,1100,24
490,169,111,1,4199,4199,26
491,170,278,1,4446,4446,10
492,170,470,2,8803,17606,4
493,170,105,2,2035,4070,24
494,170,298,1,7494,7494,35
495,170,355,1,3972,3972,2
496,171,26,1,4719,4719,7
497,172,124,2,4127,8254,27
498,172,116,1,6777,6777,20
499,173,287,1,5220,5220,23
500,174,71,1,1979,1979,15
501,174,306,1,427,427,14
502,174,415,1,9335,9335,44
503,174,228,2,3377,6754,30
504,175,466,2,4450,8900,18
505,175,424,2,8160,16320,6
506,175,458,2,7231,14462,0
507,175,75,1,5949,5949,10
508,176,364,2,5032,10064,25
509,177,144,2,952,1904,8
510,178,364,2,5032,10064,36
511,178,110,1,166,166,39
512,178,263,2,7027,14054,34
513,178,449,2,1273,2546,45
514,179,430,2,8207,16414,17
515,179,107,1,4996,4996,31
516,179,401,2,2493,4986,6
517,179,51,1,4970,4970,20
518,180,359,2,134,268,0
519,180,90,1,5742,5742,11
520,180,114,2,8116,16232,21
521,180,118,2,3022,6044,16
522,180,258,2,6742,13484,4
523,181,331,2,8327,16654,23
524,181,406,2,8666,17332,26
525,181,467,2,989,1978,29
526,182,368,1,2023,2023,43
527,182,364,1,5032,5032,1
528,183,99,2,7480,14960,19
529,183,321,1,7163,7163,19
530,183,405,2,7803,15606,27
531,184,346,2,8830,17660,38
532,184,275,2,4126,8252,24
533,184,54,2,5045,10090,12
534,185,75,1,5949,5949,24
535,186,275,1,4126,4126,28
536,186,317,1,3598,3598,9
537,186,215,1,1100,1100,44
538,186,492,2,2978,5956,12
539,187,310,1,1023,1023,12
540,188,374,2,1359,2718,5
541,188,129,1,6421,6421,36
542,188,165,2,2804,5608,26
543,188,160,1,4753,4753,27
544,188,278,2,4446,8892,33
545,189,266,1,1413,1413,48
546,189,405,1,7803,7803,3
547,189,480,1,802,802,9
548,189,75,2,5949,11898,16
549,190,30,1,7952,7952,9
550,190,245,2,6825,13650,29
551,190,216,1,6829,6829,28
552,191,271,1,9332,9332,48
553,191,265,2,445,890,38
554,191,418,1,8496,8496,44
555,192,330,1,6169,6169,10
556,192,59,1,3707,3707,12
557,192,466,1,4450,4450,32
558,192,130,2,8697,17394,43
559,193,70,2,5334,10668,5
560,193,128,1,1065,1065,30
561,193,31,1,6864,6864,40
562,194,200,1,994,994,7
563,194,196,2,3348,6696,40
564,194,487,1,1596,1596,4
565,194,164,2,1863,3726,47
566,195,219,2,8550,17100,9
567,195,160,1,4753,4753,48
568,195,193,1,2706,2706,30
569,195,456,2,8667,17334,35
570,195,380,2,5037,10074,29
571,196,478,1,7111,7111,21
572,196,39,1,569,569,4
573,196,375,2,9583,19166,47
574,197,291,1,2599,2599,31
575,197,234,2,3036,6072,5
576,198,102,2,7997,15994,43
577,199,374,1,1359,1359,3
578,199,47,2,6006,12012,36
579,199,19,1,9031,9031,22
580,200,438,1,9722,9722,37
581,200,466,2,4450,8900,32
582,201,102,2,7997,15994,2
583,201,431,1,3477,3477,19
584,201,385,1,3416,3416,17
585,202,196,2,3348,6696,33
586,202,454,2,412,824,32
587,202,363,2,5692,11384,33
588,203,6,1,9079,9079,23
589,203,213,1,1327,1327,34
590,204,248,1,5140,5140,6
591,204,253,2,4985,9970,7
592,204,376,2,7229,14458,30
593,205,77,1,2932,2932,42
594,205,172,2,8206,16412,5
595,205,354,2,6624,13248,37
596,205,292,2,9437,18874,4
597,206,253,1,4985,4985,0
598,206,97,2,2581,5162,37
599,206,436,1,9749,9749,3
600,206,483,1,5769,5769,41
601,206,4,2,3526,7052,15
602,207,58,2,9175,18350,36
603,207,369,2,2604,5208,1
604,207,379,2,288,576,46
605,208,287,1,5220,5220,33
606,208,147,2,4932,9864,48
607,208,162,2,7997,15994,26
608,208,283,2,9977,19954,43
609,208,218,2,5588,11176,28
610,209,344,1,7129,7129,40
611,210,417,2,5478,10956,11
612,210,106,1,3151,3151,44
613,210,224,1,6082,6082,4
614,210,84,1,3374,3374,36
615,211,296,1,4832,4832,44
616,211,194,1,8080,8080,35
617,211,297,2,1490,2980,44
618,212,384,1,2886,2886,26
619,212,403,1,5297,5297,23
620,212,330,1,6169,6169,17
621,212,271,2,9332,18664,10
622,213,190,2,9154,18308,38
623,213,20,1,7740,7740,9
624,213,323,2,3539,7078,49
625,213,86,2,3922,7844,6
626,214,86,1,3922,3922,45
627,214,322,2,8465,16930,6
628,214,97,2,2581,5162,18
629,214,63,1,226,226,17
630,215,247,1,5807,5807,3
631,215,399,1,2348,2348,43
632,215,135,1,2784,2784,13
633,215,59,2,3707,7414,10
634,216,222,1,8997,8997,17
635,216,405,2,7803,15606,7
636,217,369,2,2604,5208,23
637,217,480,1,802,802,41
638,217,307,1,3734,3734,15
639,217,241,2,6358,12716,49
640,218,104,1,4304,4304,8
641,218,469,1,7584,7584,29
642,219,4,2,3526,7052,22
643,219,153,1,6657,6657,7
644,220,309,1,5432,5432,29
645,220,285,1,6960,6960,28
646,220,294,1,2813,2813,25
647,220,461,1,9272,9272,31
648,221,490,2,2663,5326,25
649,222,493,2,674,1348,28
650,222,419,1,6185,6185,22
651,222,168,2,2126,4252,17
652,222,230,2,1378,2756,26
653,222,317,1,3598,3598,49
654,223,50,2,7706,15412,29
655,223,194,1,8080,8080,3
656,223,90,2,5742,11484,40
657,223,151,1,9774,9774,8
658,224,336,2,2077,4154,24
659,224,320,2,4686,9372,31
660,224,490,2,2663,5326,30
661,224,372,1,1416,1416,15
662,224,293,2,3156,6312,35
663,225,129,1,6421,6421,43
664,225,201,2,1906,3812,20
665,225,65,2,1575,3150,37
666,225,479,2,4003,8006,4
667,225,195,1,527,527,34
668,226,408,1,1506,1506,48
669,227,111,1,4199,4199,8
670,227,472,1,8141,8141,49
671,227,331,1,8327,8327,12
672,228,72,1,4731,4731,26
673,228,404,2,5532,11064,8
674,228,349,1,9083,9083,3
675,229,257,2,1515,3030,12
676,229,10,2,7504,15008,32
677,229,244,1,9563,9563,12
678,229,468,1,1895,1895,25
679,229,108,2,1845,3690,39
680,230,230,1,1378,1378,5
681,230,321,1,7163,7163,41
682,231,243,2,3767,7534,26
683,231,259,1,4256,4256,49
684,232,94,1,8136,8136,33
685,232,449,1,1273,1273,20
686,232,50,2,7706,15412,0
687,233,110,2,166,332,29
688,233,466,1,4450,4450,18
689,233,265,1,445,445,12
690,233,285,2,6960,13920,46
691,233,408,1,1506,1506,8
692,234,123,2,5979,11958,14
693,234,180,2,2762,5524,12
694,235,284,1,1327,1327,29
695,236,2,2,1005,2010,11
696,236,130,2,8697,17394,11
697,237,476,2,1509,3018,48
698,237,310,1,1023,1023,30
699,237,355,2,3972,7944,13
700,237,270,2,5974,11948,1
701,238,167,2,7276,14552,13
702,238,496,1,816,816,13
703,238,424,2,8160,16320,1
704,239,35,1,532,532,38
705,239,126,2,511,1022,10
706,239,316,1,2025,2025,9
707,240,99,1,7480,7480,3
708,240,89,2,1967,3934,17
709,240,93,1,8858,8858,21
710,241,317,1,3598,3598,45
711,241,441,2,5608,11216,12
712,241,55,2,2603,5206,40
713,242,427,1,7939,7939,26
714,242,183,2,2684,5368,11
715,242,154,1,2254,2254,38
716,243,486,2,7644,15288,46
717,243,500,1,8459,8459,10
718,243,156,2,1080,2160,46
719,243,4,2,3526,7052,33
720,244,429,1,9556,9556,25
721,244,140,2,7936,15872,35
722,244,405,1,7803,7803,24
723,245,237,2,3798,7596,26
724,245,206,2,6328,12656,1
725,246,286,1,1335,1335,20
726,247,463,1,8313,8313,44
727,247,291,1,2599,2599,33
728,248,350,2,2023,4046,11
729,248,311,2,1370,2740,8
730,249,407,2,5041,10082,48
731,249,88,1,1892,1892,32
732,249,425,1,6302,6302,14
733,249,164,2,1863,3726,48
734,249,36,1,3776,3776,39
735,250,198,2,2082,4164,1
736,250,248,2,5140,10280,6
737,250,235,1,931,931,2
738,251,10,1,7504,7504,25
739,251,216,2,6829,13658,18
740,251,399,1,2348,2348,27
741,252,479,2,4003,8006,36
742,253,468,2,1895,3790,19
743,254,59,2,3707,7414,32
744,254,149,2,6253,12506,46
745,254,430,2,8207,16414,4
746,254,312,1,1017,1017,48
747,255,37,1,5974,5974,27
748,255,425,2,6302,12604,24
749,255,459,2,3610,7220,29
750,256,388,1,2920,2920,6
751,256,371,2,8364,16728,22
752,256,156,2,1080,2160,0
753,257,408,2,1506,3012,47
754,257,434,1,7634,7634,14
755,257,416,2,1795,3590,0
756,257,459,1,3610,3610,31
757,258,310,1,1023,1023,17
758,258,13,1,2609,2609,25
759,258,196,1,3348,3348,6
760,259,97,2,2581,5162,44
761,260,187,1,7902,7902,36
762,260,310,1,1023,1023,29
763,261,433,2,1018,2036,13
764,262,467,1,989,989,4
765,263,298,2,7494,14988,30
766,263,50,2,7706,15412,38
767,263,363,1,5692,5692,33
768,263,36,2,3776,7552,5
769,263,6,1,9079,9079,17
770,264,38,1,7964,7964,16
771,264,102,1,7997,7997,39
772,264,201,2,1906,3812,49
773,264,105,2,2035,4070,38
774,265,461,1,9272,9272,46
775,265,196,2,3348,6696,26
776,266,153,1,6657,6657,20
777,266,51,1,4970,4970,27
778,266,157,1,8682,8682,4
779,266,150,1,179,179,15
780,266,335,2,3595,7190,49
781,267,271,1,9332,9332,19
782,267,147,2,4932,9864,28
783,268,53,2,493,986,7
784,268,495,1,7826,7826,6
785,268,188,2,1340,2680,15
786,268,331,2,8327,16654,33
787,268,409,1,3636,3636,45
788,269,145,2,303,606,19
789,269,331,2,8327,16654,15
790,269,365,1,2532,2532,6
791,269,267,1,9802,9802,48
792,269,3,1,810,810,13
793,270,151,1,9774,9774,5
794,270,451,1,6416,6416,31
795,270,12,1,2033,2033,20
796,270,263,2,7027,14054,33
797,271,242,1,959,959,33
798,271,275,1,4126,4126,9
799,272,43,1,2257,2257,14
800,273,138,2,6011,12022,35
801,274,11,2,6295,12590,20
802,274,139,2,6678,13356,41
803,274,199,2,9352,18704,12
804,274,475,1,2596,2596,31
805,274,113,2,8499,16998,28
806,275,50,2,7706,15412,8
807,275,244,1,9563,9563,22
808,275,496,1,816,816,15
809,275,242,1,959,959,47
810,275,233,2,7932,15864,49
811,276,364,2,5032,10064,43
812,276,111,1,4199,4199,4
813,277,316,1,2025,2025,10
814,277,415,1,9335,9335,21
815,277,376,2,7229,14458,47
816,277,297,1,1490,1490,39
817,278,320,2,4686,9372,39
818,278,334,1,7855,7855,38
819,278,214,1,9847,9847,38
820,279,167,2,7276,14552,20
821,279,470,1,8803,8803,44
822,279,102,1,7997,7997,29
823,279,239,2,2008,4016,17
824,279,137,1,9792,9792,31
825,280,362,1,9032,9032,27
826,280,342,1,808,808,23
827,280,438,2,9722,19444,28
828,280,46,1,2736,2736,14
829,280,69,2,3379,6758,5
830,281,291,1,2599,2599,28
831,282,384,2,2886,5772,29
832,282,5,2,1375,2750,42
833,283,489,1,4052,4052,44
834,283,85,2,7726,15452,12
835,283,334,1,7855,7855,38
836,283,73,2,4792,9584,44
837,284,174,1,5394,5394,30
838,284,347,1,4055,4055,49
839,284,404,2,5532,11064,9
840,284,311,2,1370,2740,5
841,285,457,2,4081,8162,39
842,285,228,1,3377,3377,30
843,285,349,1,9083,9083,13
844,285,389,2,8169,16338,42
845,285,304,2,5702,11404,29
846,286,15,1,8230,8230,10
847,286,374,2,1359,2718,9
848,286,180,2,2762,5524,11
849,286,315,2,5375,10750,19
850,286,277,1,1812,1812,26
851,287,477,1,4434,4434,28
852,288,475,2,2596,5192,41
853,288,193,2,2706,5412,42
854,288,34,1,4723,4723,34
855,289,359,2,134,268,17
856,290,481,1,6701,6701,41
857,290,300,1,3824,3824,41
858,290,30,2,7952,15904,19
859,291,390,1,2081,2081,30
860,291,106,1,3151,3151,48
861,291,109,1,7744,7744,1
862,291,179,2,7886,15772,25
863,291,146,2,7549,15098,39
864,292,337,2,3014,6028,17
865,292,441,1,5608,5608,11
866,293,439,1,8872,8872,37
867,294,109,2,7744,15488,44
868,294,489,1,4052,4052,32
869,294,24,2,1400,2800,26
870,294,124,1,4127,4127,37
871,294,264,2,2992,5984,42
872,295,53,1,493,493,2
873,295,67,2,1386,2772,38
874,295,308,1,9878,9878,38
875,295,256,1,8015,8015,40
876,296,103,1,3003,3003,30
877,296,281,1,8327,8327,27
878,296,126,1,511,511,0
